Year,County,PSI,PSIDescription,Count,Population,ObsRate
2013,San Francisco,22,Iatrogenic Pneumothorax,48,712976,6.73
2014,San Francisco,22,Iatrogenic Pneumothorax,43,709035,6.06
2015,San Francisco,22,Iatrogenic Pneumothorax,24,548383,4.38
2005,San Joaquin,22,Iatrogenic Pneumothorax,35,458859,7.63
2006,San Joaquin,22,Iatrogenic Pneumothorax,34,463522,7.34
2007,San Joaquin,22,Iatrogenic Pneumothorax,36,468057,7.69
2008,San Joaquin,22,Iatrogenic Pneumothorax,38,471774,8.05
2009,San Joaquin,22,Iatrogenic Pneumothorax,29,478055,6.07
2010,San Joaquin,22,Iatrogenic Pneumothorax,34,486701,6.99
2011,San Joaquin,22,Iatrogenic Pneumothorax,29,495680,5.85
2012,San Joaquin,22,Iatrogenic Pneumothorax,34,482094,7.05
2013,San Joaquin,22,Iatrogenic Pneumothorax,27,486694,5.55
2014,San Joaquin,22,Iatrogenic Pneumothorax,28,510294,5.49
2015,San Joaquin,22,Iatrogenic Pneumothorax,20,370942,5.39
2005,San Luis Obispo,22,Iatrogenic Pneumothorax,8,203693,3.93
2006,San Luis Obispo,22,Iatrogenic Pneumothorax,4,205958,1.94
2007,San Luis Obispo,22,Iatrogenic Pneumothorax,11,208250,5.28
2008,San Luis Obispo,22,Iatrogenic Pneumothorax,10,211458,4.73
2009,San Luis Obispo,22,Iatrogenic Pneumothorax,5,213363,2.34
2010,San Luis Obispo,22,Iatrogenic Pneumothorax,3,215558,1.39
2011,San Luis Obispo,22,Iatrogenic Pneumothorax,4,216909,1.84
2012,San Luis Obispo,22,Iatrogenic Pneumothorax,9,212867,4.23
2013,San Luis Obispo,22,Iatrogenic Pneumothorax,12,214971,5.58
2014,San Luis Obispo,22,Iatrogenic Pneumothorax,8,220837,3.62
2015,San Luis Obispo,22,Iatrogenic Pneumothorax,6,162048,3.7
2005,San Mateo,22,Iatrogenic Pneumothorax,14,535835,2.61
2006,San Mateo,22,Iatrogenic Pneumothorax,32,536688,5.96
2007,San Mateo,22,Iatrogenic Pneumothorax,36,540450,6.66
2008,San Mateo,22,Iatrogenic Pneumothorax,33,548332,6.02
2009,San Mateo,22,Iatrogenic Pneumothorax,26,556343,4.67
2010,San Mateo,22,Iatrogenic Pneumothorax,31,561671,5.52
2011,San Mateo,22,Iatrogenic Pneumothorax,27,567914,4.75
2012,San Mateo,22,Iatrogenic Pneumothorax,31,563760,5.5
2013,San Mateo,22,Iatrogenic Pneumothorax,27,572187,4.72
2014,San Mateo,22,Iatrogenic Pneumothorax,16,567038,2.82
2015,San Mateo,22,Iatrogenic Pneumothorax,20,438734,4.56
2005,Santa Barbara,22,Iatrogenic Pneumothorax,14,306606,4.57
2006,Santa Barbara,22,Iatrogenic Pneumothorax,14,307420,4.55
2007,Santa Barbara,22,Iatrogenic Pneumothorax,16,310281,5.16
2008,Santa Barbara,22,Iatrogenic Pneumothorax,20,314006,6.37
2009,Santa Barbara,22,Iatrogenic Pneumothorax,15,317734,4.72
2010,Santa Barbara,22,Iatrogenic Pneumothorax,11,321346,3.42
2011,Santa Barbara,22,Iatrogenic Pneumothorax,10,323344,3.09
2012,Santa Barbara,22,Iatrogenic Pneumothorax,12,314909,3.81
2013,Santa Barbara,22,Iatrogenic Pneumothorax,12,319459,3.76
2014,Santa Barbara,22,Iatrogenic Pneumothorax,6,324453,1.85
2015,Santa Barbara,22,Iatrogenic Pneumothorax,12,241070,4.98
2005,Santa Clara,22,Iatrogenic Pneumothorax,84,1267009,6.63
2006,Santa Clara,22,Iatrogenic Pneumothorax,91,1280352,7.11
2007,Santa Clara,22,Iatrogenic Pneumothorax,87,1297418,6.71
2008,Santa Clara,22,Iatrogenic Pneumothorax,73,1319407,5.53
2009,Santa Clara,22,Iatrogenic Pneumothorax,78,1339490,5.82
2010,Santa Clara,22,Iatrogenic Pneumothorax,66,1357407,4.86
2011,Santa Clara,22,Iatrogenic Pneumothorax,76,1377352,5.52
2012,Santa Clara,22,Iatrogenic Pneumothorax,72,1358776,5.3
2013,Santa Clara,22,Iatrogenic Pneumothorax,62,1383328,4.48
2014,Santa Clara,22,Iatrogenic Pneumothorax,44,1385342,3.18
2015,Santa Clara,22,Iatrogenic Pneumothorax,33,1063381,3.1
2005,Santa Cruz,22,Iatrogenic Pneumothorax,16,193146,8.28
2006,Santa Cruz,22,Iatrogenic Pneumothorax,20,193902,10.31
2007,Santa Cruz,22,Iatrogenic Pneumothorax,19,195548,9.72
2008,Santa Cruz,22,Iatrogenic Pneumothorax,15,198374,7.56
2009,Santa Cruz,22,Iatrogenic Pneumothorax,15,201450,7.45
2010,Santa Cruz,22,Iatrogenic Pneumothorax,9,204227,4.41
2011,Santa Cruz,22,Iatrogenic Pneumothorax,8,205429,3.89
2012,Santa Cruz,22,Iatrogenic Pneumothorax,4,200670,1.99
2013,Santa Cruz,22,Iatrogenic Pneumothorax,5,203323,2.46
2014,Santa Cruz,22,Iatrogenic Pneumothorax,11,204815,5.37
2015,Santa Cruz,22,Iatrogenic Pneumothorax,9,153534,5.86
2005,Shasta,22,Iatrogenic Pneumothorax,13,133597,9.73
2006,Shasta,22,Iatrogenic Pneumothorax,9,134702,6.68
2007,Shasta,22,Iatrogenic Pneumothorax,14,135409,10.34
2008,Shasta,22,Iatrogenic Pneumothorax,17,136355,12.47
2009,Shasta,22,Iatrogenic Pneumothorax,18,137066,13.13
2010,Shasta,22,Iatrogenic Pneumothorax,9,137755,6.53
2011,Shasta,22,Iatrogenic Pneumothorax,13,138865,9.36
2012,Shasta,22,Iatrogenic Pneumothorax,8,137373,5.82
2013,Shasta,22,Iatrogenic Pneumothorax,7,138135,5.07
2014,Shasta,22,Iatrogenic Pneumothorax,6,142262,4.22
2015,Shasta,22,Iatrogenic Pneumothorax,5,104057,4.81
2005,Sierra,22,Iatrogenic Pneumothorax,0,2724,0
2006,Sierra,22,Iatrogenic Pneumothorax,0,2774,0
2007,Sierra,22,Iatrogenic Pneumothorax,0,2756,0
2008,Sierra,22,Iatrogenic Pneumothorax,0,2742,0
2009,Sierra,22,Iatrogenic Pneumothorax,0,2687,0
2010,Sierra,22,Iatrogenic Pneumothorax,0,2692,0
2011,Sierra,22,Iatrogenic Pneumothorax,0,2613,0
2012,Sierra,22,Iatrogenic Pneumothorax,0,4609,0
2013,Sierra,22,Iatrogenic Pneumothorax,0,4566,0
2014,Sierra,22,Iatrogenic Pneumothorax,0,3692,0
2015,Sierra,22,Iatrogenic Pneumothorax,0,4137,0
2005,Siskiyou,22,Iatrogenic Pneumothorax,1,35143,2.85
2006,Siskiyou,22,Iatrogenic Pneumothorax,1,35080,2.85
2007,Siskiyou,22,Iatrogenic Pneumothorax,4,35195,11.37
2008,Siskiyou,22,Iatrogenic Pneumothorax,2,35541,5.63
2009,Siskiyou,22,Iatrogenic Pneumothorax,2,35511,5.63
2010,Siskiyou,22,Iatrogenic Pneumothorax,1,35719,2.8
2011,Siskiyou,22,Iatrogenic Pneumothorax,2,35459,5.64
2012,Siskiyou,22,Iatrogenic Pneumothorax,3,36324,8.26
2013,Siskiyou,22,Iatrogenic Pneumothorax,0,36015,0
2014,Siskiyou,22,Iatrogenic Pneumothorax,1,36411,2.75
2015,Siskiyou,22,Iatrogenic Pneumothorax,2,27121,7.37
2005,Solano,22,Iatrogenic Pneumothorax,24,301678,7.96
2006,Solano,22,Iatrogenic Pneumothorax,21,303214,6.93
2007,Solano,22,Iatrogenic Pneumothorax,15,304287,4.93
2008,Solano,22,Iatrogenic Pneumothorax,23,306167,7.51
2009,Solano,22,Iatrogenic Pneumothorax,22,308635,7.13
2010,Solano,22,Iatrogenic Pneumothorax,21,313165,6.71
2011,Solano,22,Iatrogenic Pneumothorax,23,316734,7.26
2012,Solano,22,Iatrogenic Pneumothorax,25,312400,8
2013,Solano,22,Iatrogenic Pneumothorax,16,317212,5.04
2014,Solano,22,Iatrogenic Pneumothorax,14,320144,4.37
2015,Solano,22,Iatrogenic Pneumothorax,10,242676,4.12
2005,Sonoma,22,Iatrogenic Pneumothorax,36,358116,10.05
2006,Sonoma,22,Iatrogenic Pneumothorax,33,358614,9.2
2007,Sonoma,22,Iatrogenic Pneumothorax,29,361223,8.03
2008,Sonoma,22,Iatrogenic Pneumothorax,26,366471,7.09
2009,Sonoma,22,Iatrogenic Pneumothorax,27,372373,7.25
2010,Sonoma,22,Iatrogenic Pneumothorax,21,377723,5.56
2011,Sonoma,22,Iatrogenic Pneumothorax,26,381767,6.81
2012,Sonoma,22,Iatrogenic Pneumothorax,19,375444,5.06
2013,Sonoma,22,Iatrogenic Pneumothorax,19,380676,4.99
2014,Sonoma,22,Iatrogenic Pneumothorax,9,383621,2.35
2015,Sonoma,22,Iatrogenic Pneumothorax,18,289219,6.22
2005,Stanislaus,22,Iatrogenic Pneumothorax,21,351584,5.97
2006,Stanislaus,22,Iatrogenic Pneumothorax,30,355891,8.43
2007,Stanislaus,22,Iatrogenic Pneumothorax,25,358840,6.97
2008,Stanislaus,22,Iatrogenic Pneumothorax,28,360777,7.76
2009,Stanislaus,22,Iatrogenic Pneumothorax,20,363949,5.5
2010,Stanislaus,22,Iatrogenic Pneumothorax,42,368478,11.4
2011,Stanislaus,22,Iatrogenic Pneumothorax,23,372845,6.17
2012,Stanislaus,22,Iatrogenic Pneumothorax,38,362639,10.48
2013,Stanislaus,22,Iatrogenic Pneumothorax,27,367108,7.35
2014,Stanislaus,22,Iatrogenic Pneumothorax,19,381811,4.98
2015,Stanislaus,22,Iatrogenic Pneumothorax,19,278069,6.83
2005,Sutter,22,Iatrogenic Pneumothorax,2,64008,3.12
2006,Sutter,22,Iatrogenic Pneumothorax,3,65772,4.56
2007,Sutter,22,Iatrogenic Pneumothorax,6,67100,8.94
2008,Sutter,22,Iatrogenic Pneumothorax,2,67885,2.95
2009,Sutter,22,Iatrogenic Pneumothorax,5,68389,7.31
2010,Sutter,22,Iatrogenic Pneumothorax,5,68807,7.27
2011,Sutter,22,Iatrogenic Pneumothorax,6,69305,8.66
2012,Sutter,22,Iatrogenic Pneumothorax,7,68806,10.17
2013,Sutter,22,Iatrogenic Pneumothorax,5,69609,7.18
2014,Sutter,22,Iatrogenic Pneumothorax,5,72717,6.88
2015,Sutter,22,Iatrogenic Pneumothorax,4,52739,7.58
2005,Tehama,22,Iatrogenic Pneumothorax,6,44895,13.36
2006,Tehama,22,Iatrogenic Pneumothorax,1,45563,2.19
2007,Tehama,22,Iatrogenic Pneumothorax,4,46078,8.68
2008,Tehama,22,Iatrogenic Pneumothorax,5,46523,10.75
2009,Tehama,22,Iatrogenic Pneumothorax,4,46816,8.54
2010,Tehama,22,Iatrogenic Pneumothorax,1,47599,2.1
2011,Tehama,22,Iatrogenic Pneumothorax,3,47875,6.27
2012,Tehama,22,Iatrogenic Pneumothorax,1,48301,2.07
2013,Tehama,22,Iatrogenic Pneumothorax,4,48413,8.26
2014,Tehama,22,Iatrogenic Pneumothorax,6,49807,12.05
2015,Tehama,22,Iatrogenic Pneumothorax,4,36662,10.91
2005,Trinity,22,Iatrogenic Pneumothorax,1,10730,9.32
2006,Trinity,22,Iatrogenic Pneumothorax,0,10964,0
2007,Trinity,22,Iatrogenic Pneumothorax,0,11018,0
2008,Trinity,22,Iatrogenic Pneumothorax,1,11094,9.01
2009,Trinity,22,Iatrogenic Pneumothorax,2,11212,17.84
2010,Trinity,22,Iatrogenic Pneumothorax,1,11321,8.83
2011,Trinity,22,Iatrogenic Pneumothorax,2,11284,17.72
2012,Trinity,22,Iatrogenic Pneumothorax,1,13009,7.69
2013,Trinity,22,Iatrogenic Pneumothorax,2,12954,15.44
2014,Trinity,22,Iatrogenic Pneumothorax,3,12540,23.92
2015,Trinity,22,Iatrogenic Pneumothorax,2,10219,19.57
2005,Tulare,22,Iatrogenic Pneumothorax,11,274190,4.01
2006,Tulare,22,Iatrogenic Pneumothorax,22,279155,7.88
2007,Tulare,22,Iatrogenic Pneumothorax,15,284348,5.28
2008,Tulare,22,Iatrogenic Pneumothorax,24,289358,8.29
2009,Tulare,22,Iatrogenic Pneumothorax,9,294800,3.05
2010,Tulare,22,Iatrogenic Pneumothorax,26,299782,8.67
2011,Tulare,22,Iatrogenic Pneumothorax,19,304563,6.24
2012,Tulare,22,Iatrogenic Pneumothorax,20,294333,6.8
2013,Tulare,22,Iatrogenic Pneumothorax,16,297733,5.37
2014,Tulare,22,Iatrogenic Pneumothorax,14,312899,4.47
2015,Tulare,22,Iatrogenic Pneumothorax,3,224331,1.34
2005,Tuolumne,22,Iatrogenic Pneumothorax,1,46037,2.17
2006,Tuolumne,22,Iatrogenic Pneumothorax,7,46178,15.16
2007,Tuolumne,22,Iatrogenic Pneumothorax,2,46095,4.34
2008,Tuolumne,22,Iatrogenic Pneumothorax,3,46161,6.5
2009,Tuolumne,22,Iatrogenic Pneumothorax,4,45938,8.71
2010,Tuolumne,22,Iatrogenic Pneumothorax,3,45625,6.58
2011,Tuolumne,22,Iatrogenic Pneumothorax,1,45626,2.19
2012,Tuolumne,22,Iatrogenic Pneumothorax,0,45848,0
2013,Tuolumne,22,Iatrogenic Pneumothorax,4,45813,8.73
2014,Tuolumne,22,Iatrogenic Pneumothorax,5,46483,10.76
2015,Tuolumne,22,Iatrogenic Pneumothorax,2,34447,5.81
2005,Ventura,22,Iatrogenic Pneumothorax,38,579683,6.56
2006,Ventura,22,Iatrogenic Pneumothorax,43,584984,7.35
2007,Ventura,22,Iatrogenic Pneumothorax,53,588179,9.01
2008,Ventura,22,Iatrogenic Pneumothorax,36,594902,6.05
2009,Ventura,22,Iatrogenic Pneumothorax,39,603759,6.46
2010,Ventura,22,Iatrogenic Pneumothorax,29,613523,4.73
2011,Ventura,22,Iatrogenic Pneumothorax,32,621646,5.15
2012,Ventura,22,Iatrogenic Pneumothorax,35,604609,5.79
2013,Ventura,22,Iatrogenic Pneumothorax,23,611966,3.76
2014,Ventura,22,Iatrogenic Pneumothorax,20,627517,3.19
2015,Ventura,22,Iatrogenic Pneumothorax,19,462309,4.11
2005,Yolo,22,Iatrogenic Pneumothorax,9,138697,6.49
2006,Yolo,22,Iatrogenic Pneumothorax,5,141734,3.53
2007,Yolo,22,Iatrogenic Pneumothorax,8,145666,5.49
2008,Yolo,22,Iatrogenic Pneumothorax,8,148222,5.4
2009,Yolo,22,Iatrogenic Pneumothorax,3,150584,1.99
2010,Yolo,22,Iatrogenic Pneumothorax,8,152061,5.26
2011,Yolo,22,Iatrogenic Pneumothorax,9,153893,5.85
2012,Yolo,22,Iatrogenic Pneumothorax,9,150107,6
2013,Yolo,22,Iatrogenic Pneumothorax,3,151676,1.98
2014,Yolo,22,Iatrogenic Pneumothorax,6,158797,3.78
2015,Yolo,22,Iatrogenic Pneumothorax,5,115361,4.33
2005,Yuba,22,Iatrogenic Pneumothorax,3,46675,6.43
2006,Yuba,22,Iatrogenic Pneumothorax,3,48823,6.14
2007,Yuba,22,Iatrogenic Pneumothorax,6,49805,12.05
2008,Yuba,22,Iatrogenic Pneumothorax,4,50676,7.89
2009,Yuba,22,Iatrogenic Pneumothorax,0,50775,0
2010,Yuba,22,Iatrogenic Pneumothorax,5,51396,9.73
2011,Yuba,22,Iatrogenic Pneumothorax,3,51791,5.79
2012,Yuba,22,Iatrogenic Pneumothorax,2,52301,3.82
2013,Yuba,22,Iatrogenic Pneumothorax,3,52770,5.69
2014,Yuba,22,Iatrogenic Pneumothorax,2,54942,3.64
2015,Yuba,22,Iatrogenic Pneumothorax,5,40517,12.34
2005,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"6,024",26447738,22.78
2006,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"5,790",26679905,21.7
2007,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"5,295",26935982,19.66
2008,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"3,233",27272110,11.85
2009,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"3,155",27630962,11.42
2010,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"2,851",28000782,10.18
2011,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"2,200",28396854,7.75
2012,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"1,232",27818703,4.43
2013,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"1,155",28195720,4.1
2014,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,"1,167",28842368,4.05
2015,STATEWIDE,23,Central Venous Catheter-Related Blood Stream Infection,776,21475301,3.61
2005,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,250,1102068,22.68
2006,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,232,1106823,20.96
2007,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,185,1117973,16.55
2008,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,87,1136418,7.66
2009,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,82,1155287,7.1
2010,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,84,1169910,7.18
2011,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,73,1186810,6.15
2012,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,35,1173980,2.98
2013,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,33,1197759,2.76
2014,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,26,1192027,2.18
2015,Alameda,23,Central Venous Catheter-Related Blood Stream Infection,19,923607,2.06
2005,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,979,0
2006,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,1001,0
2007,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,1009,0
2008,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,957,0
2009,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,947,0
2010,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,895,0
2011,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,888,0
2012,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,2975,0
2013,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,2967,0
2014,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,2018,0
2015,Alpine,23,Central Venous Catheter-Related Blood Stream Infection,0,3000,0
2005,Amador,23,Central Venous Catheter-Related Blood Stream Infection,11,31101,35.37
2006,Amador,23,Central Venous Catheter-Related Blood Stream Infection,9,31460,28.61
2007,Amador,23,Central Venous Catheter-Related Blood Stream Infection,6,31883,18.82
2008,Amador,23,Central Venous Catheter-Related Blood Stream Infection,2,31619,6.33
2009,Amador,23,Central Venous Catheter-Related Blood Stream Infection,4,31769,12.59
2010,Amador,23,Central Venous Catheter-Related Blood Stream Infection,4,31720,12.61
2011,Amador,23,Central Venous Catheter-Related Blood Stream Infection,2,31760,6.3
2012,Amador,23,Central Venous Catheter-Related Blood Stream Infection,2,32614,6.13
2013,Amador,23,Central Venous Catheter-Related Blood Stream Infection,2,32252,6.2
2014,Amador,23,Central Venous Catheter-Related Blood Stream Infection,2,33224,6.02
2015,Amador,23,Central Venous Catheter-Related Blood Stream Infection,0,24635,0
2005,Butte,23,Central Venous Catheter-Related Blood Stream Infection,52,165310,31.46
2006,Butte,23,Central Venous Catheter-Related Blood Stream Infection,39,167351,23.3
2007,Butte,23,Central Venous Catheter-Related Blood Stream Infection,29,168208,17.24
2008,Butte,23,Central Venous Catheter-Related Blood Stream Infection,14,169793,8.25
2009,Butte,23,Central Venous Catheter-Related Blood Stream Infection,16,170726,9.37
2010,Butte,23,Central Venous Catheter-Related Blood Stream Infection,16,171576,9.33
2011,Butte,23,Central Venous Catheter-Related Blood Stream Infection,21,172643,12.16
2012,Butte,23,Central Venous Catheter-Related Blood Stream Infection,6,169573,3.54
2013,Butte,23,Central Venous Catheter-Related Blood Stream Infection,3,170817,1.76
2014,Butte,23,Central Venous Catheter-Related Blood Stream Infection,6,175975,3.41
2015,Butte,23,Central Venous Catheter-Related Blood Stream Infection,4,128928,3.1
2005,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,7,35913,19.49
2006,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,8,36599,21.86
2007,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,6,36944,16.24
2008,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,2,37092,5.39
2009,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,3,36875,8.14
2010,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,8,36801,21.74
2011,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,4,36652,10.91
2012,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,0,37597,0
2013,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,2,37646,5.31
2014,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,1,38886,2.57
2015,Calaveras,23,Central Venous Catheter-Related Blood Stream Infection,0,28698,0
2005,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,6,14456,41.51
2006,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,1,14677,6.81
2007,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,1,14837,6.74
2008,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,1,14891,6.72
2009,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,2,14960,13.37
2010,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,1,15117,6.62
2011,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,0,15206,0
2012,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,0,16676,0
2013,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,1,16775,5.96
2014,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,0,16640,0
2015,Colusa,23,Central Venous Catheter-Related Blood Stream Infection,0,13258,0
2005,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,169,744835,22.69
2006,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,210,747747,28.08
2007,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,146,755752,19.32
2008,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,67,767612,8.73
2009,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,75,780970,9.6
2010,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,51,793960,6.42
2011,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,64,808054,7.92
2012,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,25,793369,3.15
2013,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,20,808882,2.47
2014,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,31,818959,3.79
2015,Contra Costa,23,Central Venous Catheter-Related Blood Stream Infection,19,620275,3.06
2005,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,5,22067,22.66
2006,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,6,22055,27.2
2007,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,6,22315,26.89
2008,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,3,22398,13.39
2009,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,0,22525,0
2010,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,3,22507,13.33
2011,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,4,22606,17.69
2012,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,0,23687,0
2013,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,0,23420,0
2014,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,2,23656,8.45
2015,Del Norte,23,Central Venous Catheter-Related Blood Stream Infection,0,17650,0
2005,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,31,132739,23.35
2006,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,29,134458,21.57
2007,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,33,135852,24.29
2008,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,17,137534,12.36
2009,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,10,139337,7.18
2010,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,20,140597,14.23
2011,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,18,141461,12.72
2012,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,3,139213,2.15
2013,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,2,140808,1.42
2014,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,6,146643,4.09
2015,El Dorado,23,Central Venous Catheter-Related Blood Stream Infection,4,106572,3.75
2005,Fresno,23,Central Venous Catheter-Related Blood Stream Infection,141,605300,23.29
2006,Fresno,23,Central Venous Catheter-Related Blood Stream Infection,102,614966,16.59
2007,Fresno,23,Central Venous Catheter-Related Blood Stream Infection,78,624332,12.49
2008,Fresno,23,Central Venous Catheter-Related Blood Stream Infection,66,634600,10.4
